Z,A,M,HL,DHL,ELP,DELP,EEM,DEEM,EHP,DEHP
0,1,g,614.6,1.3,301370.0,0.0,0.0,0.0,0.0,0.0
1,1,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,g,389105000.0,631152.0,5707.4,1.84397,0.0,0.0,0.0,0.0
1,4,g,1.39e-22,1e-23,0.0,0.0,0.0,0.0,2878900.0,0.0
1,5,g,9.1e-22,0.0,0.0,0.0,0.0,0.0,1797600.0,0.0
1,6,g,2.9e-22,7e-23,0.0,0.0,0.0,0.0,1797500.0,0.0
1,7,g,2.3e-23,6e-25,0.0,0.0,0.0,0.0,107400.0,0.0
2,3,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,g,7e-22,3e-23,0.0,0.0,0.0,0.0,893785.0,0.0
2,6,g,0.8081,0.002,1561310.0,1787.23,5644.05,0.0,0.0,0.0
2,7,g,2.9e-21,5e-22,0.0,0.0,0.0,0.0,434601.0,0.0
2,8,g,0.122,0.002,4448620.0,58367.9,884966.0,10369.7,141370.0,10369.7
2,9,g,7e-21,4e-21,0.0,0.0,0.0,0.0,1269700.0,0.0
2,10,g,2.7e-21,1.8e-21,0.0,0.0,0.0,0.0,1069400.0,0.0
3,4,g,9.1e-23,9e-24,0.0,0.0,0.0,0.0,3099790.0,0.0
3,5,g,3.7e-22,3e-23,0.0,0.0,0.0,0.0,1966090.0,0.0
3,6,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8,g,0.838,0.006,6204620.0,14446.8,32983.1,30000.4,3125250.0,30000.4
3,9,g,0.1783,0.0004,5696250.0,404566.0,29895.7,0.0,0.0,0.0
3,10,g,2e-21,5e-22,0.0,0.0,0.0,0.0,25400.7,0.0
3,11,g,0.00875,0.00014,5087510.0,0.0,5087510.0,0.0,4461950.0,0.0
3,12,g,1e-08,0.0,0.0,0.0,0.0,0.0,1231700.0,0.0
4,5,g,1e-09,1e-09,0.0,0.0,0.0,0.0,5391000.0,0.0
4,6,g,5e-21,3e-22,0.0,0.0,0.0,0.0,1372080.0,0.0
4,7,g,4598210.0,5184.0,27.24,0.324965,49861.8,0.0,0.0,0.0
4,8,g,7e-17,2e-17,0.0,0.0,0.0,50.2107,91898.4,50.2107
4,9,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,g,50492200000000.0,6311520000000.0,252211.0,2542.03,0.0,0.0,0.0,0.0
4,11,g,13.81,0.08,4647310.0,284077.0,1418780.0,5400.09,36272.6,5400.09
4,12,g,0.0213,0.0001,5615000.0,8000.0,0.0,15.6763,12235.9,15.6763
4,13,g,5e-10,1e-10,0.0,0.0,0.0,0.0,101698.0,0.0
4,14,g,0.00435,0.00017,3803050.0,0.0,3803050.0,0.0,3803050.0,0.0
4,15,g,2e-07,0.0,0.0,0.0,0.0,0.0,1778700.0,0.0
4,16,g,2e-07,0.0,0.0,0.0,0.0,0.0,1587400.0,0.0
5,6,g,1e-09,1e-09,0.0,0.0,0.0,0.0,3702000.0,0.0
5,7,g,3.5e-22,5e-23,0.0,0.0,0.0,0.0,2206000.0,0.0
5,8,g,0.77,0.003,4517920.0,0.0,4517920.0,0.0,4517920.0,0.0
5,9,g,8e-19,3e-19,0.0,0.0,0.0,0.0,185031.0,0.0
5,10,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,11,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,12,g,0.0202,2e-05,6308410.0,21107.2,90564.5,734.19,6641.68,734.19
5,13,g,0.01733,0.00017,6278300.0,63881.9,313527.0,1228.33,9757.3,1228.33
5,14,g,0.0125,0.0005,7084740.0,569810.0,5936280.0,1862.2,23179.6,1862.2
5,15,g,0.00987,7e-05,4575790.0,0.0,4575790.0,0.0,4193810.0,0.0
5,16,g,1.9e-10,0.0,0.0,0.0,0.0,0.0,36699.8,0.0
5,17,g,0.00508,5e-05,5803500.0,0.0,5803500.0,0.0,4098680.0,0.0
5,18,g,2.6e-08,0.0,0.0,0.0,0.0,0.0,478703.0,0.0
5,19,g,0.00292,0.00013,6328410.0,0.0,6328410.0,0.0,6328410.0,0.0
6,8,g,2e-21,4e-22,0.0,0.0,0.0,0.0,2141000.0,0.0
6,9,g,0.1265,0.0009,4887290.0,0.0,4887290.0,0.0,1588330.0,0.0
6,10,g,19.29,0.012,807207.0,320.384,1754870.0,0.0,0.0,0.0
6,11,g,1221.66,1.38,384367.0,392.237,1019440.0,0.0,0.0,0.0
6,12,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,13,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,14,g,179874000000.0,946708000.0,48232.6,1.3,0.0,0.0,0.0,0.0
6,15,g,2.449,0.005,2856160.0,99947.7,3621810.0,0.0,0.0,0.0
6,16,g,0.747,0.008,1407400.0,0.0,1407400.0,0.0,1351330.0,0.0
6,17,g,0.193,0.005,3659930.0,0.0,3659930.0,0.0,517164.0,0.0
6,18,g,0.092,0.002,3405770.0,0.0,3405770.0,0.0,707781.0,0.0
6,19,g,0.0462,0.0023,4006080.0,0.0,4006080.0,0.0,1467190.0,0.0
6,20,g,0.016,0.003,3926540.0,0.0,3926540.0,0.0,2452810.0,0.0
6,21,g,3e-08,0.0,0.0,0.0,0.0,0.0,328702.0,0.0
6,22,g,0.0062,0.0013,5010580.0,0.0,5010580.0,0.0,4939780.0,0.0
7,10,g,2e-22,1.4e-22,0.0,0.0,0.0,0.0,2600500.0,0.0
7,11,g,5.9e-22,2.1e-22,0.0,0.0,0.0,0.0,1312300.0,0.0
7,12,g,0.011,1.6e-05,7728530.0,50557.4,1190620.0,161.701,24663.2,161.701
7,13,g,598.02,0.222,491305.0,135.801,1020140.0,0.0,0.0,0.0
7,14,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,15,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,16,g,7.13,0.02,2679450.0,104707.0,4621500.0,1.51517,29.6987,1.51517
7,17,g,4.17,0.004,1697810.0,33310.6,44507.7,63450.3,901126.0,63450.3
7,18,g,0.622,0.009,3955240.0,0.0,3955240.0,0.0,393364.0,0.0
7,19,g,0.271,0.008,3065870.0,0.0,3065870.0,0.0,1170110.0,0.0
7,20,g,0.13,0.007,4052900.0,0.0,4052900.0,0.0,1476840.0,0.0
7,21,g,0.087,0.006,3798200.0,0.0,3798200.0,0.0,2709690.0,0.0
7,22,g,0.0139,0.0014,6323080.0,0.0,6323080.0,0.0,1391750.0,0.0
7,23,g,0.0145,0.0014,5795740.0,0.0,5795740.0,0.0,4209740.0,0.0
7,24,g,5.2e-08,0.0,0.0,0.0,0.0,0.0,1068700.0,0.0
7,25,g,2.6e-07,0.0,0.0,0.0,0.0,0.0,1423050.0,0.0
8,12,g,5.8e-22,3e-23,1961320.0,0.0,1961320.0,0.0,1062780.0,0.0
8,13,g,0.00858,5e-05,5707830.0,0.0,5707830.0,0.0,431177.0,0.0
8,14,g,70.606,0.018,776219.0,202.805,3320120.0,0.0,0.0,0.0
8,15,g,122.46,0.36,734055.0,600.93,1020820.0,0.0,0.0,0.0
8,16,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,18,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,19,g,26.91,0.08,1709600.0,50739.2,1004570.0,0.0,0.0,0.0
8,20,g,13.51,0.05,1197410.0,1000.38,1057440.0,0.0,0.0,0.0
8,21,g,3.42,0.1,2383680.0,55435.2,2949670.0,49.9459,2152.48,49.9459
8,22,g,2.25,0.15,1755720.0,0.0,1755720.0,0.0,69096.6,0.0
8,23,g,0.09,0.04,2884690.0,0.0,2884690.0,0.0,290292.0,0.0
8,24,g,0.065,0.005,3491160.0,0.0,3491160.0,0.0,345092.0,0.0
8,25,g,5e-08,0.0,0.0,0.0,0.0,0.0,298699.0,0.0
8,26,g,4e-08,0.0,0.0,0.0,0.0,0.0,407792.0,0.0
8,27,g,2.6e-07,0.0,0.0,0.0,0.0,0.0,1268050.0,0.0
8,28,g,1e-07,0.0,0.0,0.0,0.0,0.0,1413050.0,0.0
9,14,g,1e-09,1e-09,0.0,0.0,0.0,0.0,2259000.0,0.0
9,15,g,4.1e-22,6e-23,0.0,0.0,0.0,0.0,1483640.0,0.0
9,16,g,1.1e-20,6e-21,0.0,0.0,0.0,0.0,535400.0,0.0
9,17,g,64.49,0.16,738590.0,237.677,1020680.0,0.0,0.0,0.0
9,18,g,6584.04,0.828,242649.0,517.593,989907.0,0.0,0.0,0.0
9,19,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,20,g,11.03,0.03,2467270.0,522.813,1644680.0,0.0,0.0,0.0
9,21,g,4.158,0.02,2341830.0,108633.0,556870.0,0.0,0.0,0.0
9,22,g,4.23,0.04,2326050.0,80208.1,5749030.0,90.1768,2660.57,90.1768
9,23,g,2.23,0.14,2547010.0,0.0,2547010.0,0.0,114920.0,0.0
9,24,g,0.4,0.05,6101000.0,5000.0,1981500.0,0.241672,7684.19,0.241672
9,25,g,0.05,0.006,4155280.0,0.0,4155280.0,0.0,320257.0,0.0
9,26,g,0.0102,0.0014,5630970.0,0.0,5630970.0,0.0,338434.0,0.0
9,27,g,0.0049,0.0002,4531790.0,0.0,4531790.0,0.0,3162520.0,0.0
9,28,g,4e-08,0.0,0.0,0.0,0.0,0.0,228703.0,0.0
9,29,g,0.0026,0.0003,6113640.0,0.0,6113640.0,0.0,3148310.0,0.0
9,30,g,2.6e-07,0.0,0.0,0.0,0.0,0.0,528698.0,0.0
9,31,g,0.001,0.0,8483330.0,0.0,8483330.0,0.0,0.0,0.0
10,16,g,9e-21,0.0,0.0,0.0,0.0,0.0,1410640.0,0.0
10,17,g,0.1092,0.0006,3459700.0,0.0,3459700.0,0.0,3396820.0,0.0
10,18,g,1.672,0.008,1499160.0,4535.76,1104970.0,0.0,0.0,0.0
10,19,g,17.22,0.02,962136.0,300.836,1021050.0,0.0,0.0,0.0
10,20,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,21,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,22,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,23,g,37.2,0.2,1890050.0,26541.3,172793.0,0.0,0.0,0.0
10,24,g,202.8,1.2,664801.0,0.0,664801.0,0.0,0.0,0.0
10,25,g,0.602,0.008,2416600.0,0.0,2416600.0,0.0,0.0,0.0
10,26,g,0.197,0.0,3348000.0,23000.0,202000.0,0.0,0.0,0.0
10,27,g,0.032,0.002,4141060.0,0.0,4141060.0,0.0,29303.5,0.0
10,28,g,0.0183,0.0022,3771550.0,0.0,3771550.0,0.0,347428.0,0.0
10,29,g,0.0156,0.0005,4606080.0,0.0,4606080.0,0.0,562330.0,0.0
10,30,g,0.0058,0.0002,4676130.0,0.0,4676130.0,0.0,401820.0,0.0
10,31,g,0.0034,0.0008,6063330.0,0.0,6063330.0,0.0,0.0,0.0
10,32,g,0.0035,0.0009,6073330.0,0.0,6073330.0,0.0,0.0,0.0
10,33,g,2.6e-07,0.0,0.0,0.0,0.0,0.0,648701.0,0.0
10,34,g,0.001,0.0,6786670.0,0.0,6786670.0,0.0,0.0,0.0
11,18,g,1.3e-21,4e-22,3145470.0,0.0,3145470.0,0.0,220000.0,0.0
11,19,g,4e-08,0.0,0.0,0.0,0.0,0.0,320831.0,0.0
11,20,g,0.4479,0.0023,4044990.0,0.0,4044990.0,0.0,572506.0,0.0
11,21,g,22.49,0.04,1100820.0,1979.06,1038770.0,0.0,0.0,0.0
11,22,g,82139500.0,25245.5,195877.0,241.249,2197200.0,0.0,0.0,0.0
11,23,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,24,g,53848.8,7.2,552543.0,45.5805,4121400.0,0.0,0.0,0.0
11,24,m,0.0202,0.0002,13843.5,13843.5,469927.0,0.0,0.0,0.0
11,25,g,59.6,0.7,1496490.0,37185.8,436900.0,0.0,0.0,0.0
11,26,g,1.08,0.01,3329450.0,21058.8,2180290.0,0.0,0.0,0.0
11,27,g,0.301,0.006,3697440.0,53694.0,1131810.0,41.008,2838.57,41.008
11,28,g,0.0305,0.0004,6028880.0,503241.0,1462100.0,564.566,6770.72,564.566
11,29,g,0.0449,0.0012,3903540.0,0.0,3903540.0,0.0,622396.0,0.0
11,30,g,0.0484,0.0017,4802090.0,0.0,4802090.0,0.0,839321.0,0.0
11,31,g,0.017,0.0004,4546090.0,0.0,4546090.0,0.0,1264260.0,0.0
11,32,g,0.0129,0.0007,5625640.0,0.0,5625640.0,0.0,1088910.0,0.0
11,33,g,0.0082,0.0002,5143390.0,0.0,5143390.0,0.0,2477250.0,0.0
11,34,g,0.0055,0.001,5733020.0,0.0,5733020.0,0.0,2938850.0,0.0
11,35,g,0.0015,0.0005,7810000.0,0.0,7810000.0,0.0,0.0,0.0
11,36,g,2.6e-07,0.0,0.0,0.0,0.0,0.0,298699.0,0.0
11,37,g,0.001,0.0,8676670.0,0.0,8676670.0,0.0,0.0,0.0
12,20,g,0.09,0.006,3135750.0,0.0,3135750.0,0.0,648247.0,0.0
12,21,g,0.122,0.003,3797510.0,0.0,3797510.0,0.0,877278.0,0.0
12,22,g,3.8755,0.0012,1369120.0,3193.51,1715910.0,0.0,0.0,0.0
12,23,g,11.317,0.011,1335390.0,3590.31,1059470.0,0.0,0.0,0.0
12,24,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,25,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,26,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,27,g,567.48,0.72,699618.0,9731.34,894994.0,0.0,0.0,0.0
12,28,g,75240.0,108.0,197856.0,2383.96,1379960.0,0.0,0.0,0.0
12,29,g,1.3,0.12,2633680.0,350330.0,1861360.0,214.195,1628.92,214.195
12,30,g,0.335,0.017,2319130.0,0.0,2319130.0,0.0,184.95,0.0
12,31,g,0.23,0.02,3740820.0,0.0,3740820.0,0.0,71047.4,0.0
12,32,g,0.095,0.016,3323060.0,0.0,3323060.0,0.0,35566.2,0.0
12,33,g,0.0905,0.0016,4048990.0,0.0,4048990.0,0.0,335015.0,0.0
12,34,g,0.02,0.01,3913330.0,0.0,3913330.0,0.0,0.0,0.0
12,35,g,0.07,0.04,4035930.0,0.0,4035930.0,0.0,1431130.0,0.0
12,36,g,0.005,0.0,5213330.0,0.0,5213330.0,0.0,0.0,0.0
12,37,g,0.04,0.0,6433330.0,0.0,6433330.0,0.0,0.0,0.0
12,38,g,0.001,0.0,6316670.0,0.0,6316670.0,0.0,0.0,0.0
12,39,g,2.6e-07,0.0,0.0,0.0,0.0,0.0,498704.0,0.0
12,40,g,0.001,0.0,6980000.0,0.0,6980000.0,0.0,0.0,0.0
13,21,g,3.5e-08,0.0,0.0,0.0,0.0,0.0,1261000.0,0.0
13,22,g,0.059,0.003,4863090.0,0.0,4863090.0,0.0,1470310.0,0.0
13,23,g,0.47,0.03,3848030.0,0.0,3848030.0,0.0,93268.0,0.0
13,24,g,2.053,0.004,2026050.0,62562.1,9499420.0,83.611,2741.2,83.611
13,24,m,0.1313,0.0025,857162.0,0.0,1206320.0,0.0,349.015,0.0
13,25,g,7.183,0.012,1452540.0,1203.05,1033730.0,0.0,0.0,0.0
13,26,g,22626300000000.0,757366000000.0,443527.0,1139.56,2674890.0,0.0,0.0,0.0
13,26,m,6.345,0.006,1433750.0,28774.0,1026130.0,0.0,0.0,0.0
13,27,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,28,g,134.46,0.18,1237600.0,12421.3,1782850.0,0.0,0.0,0.0
13,29,g,393.6,3.6,972755.0,6048.27,1380920.0,0.0,0.0,0.0
13,30,g,3.65,0.06,2290180.0,47176.9,3512410.0,0.0,0.0,0.0
13,31,g,0.644,0.025,3381480.0,319684.0,713056.0,189.704,2004.89,189.704
13,32,g,0.033,0.0002,5891920.0,326309.0,530259.0,297.829,5383.69,297.829
13,33,g,0.0417,0.0002,3807660.0,0.0,3807660.0,0.0,158942.0,0.0
13,34,g,0.0563,0.0005,5262820.0,0.0,5262820.0,0.0,296616.0,0.0
13,35,g,0.0386,0.0004,4003530.0,0.0,4003530.0,0.0,1204960.0,0.0
13,36,g,0.09,0.04,5165820.0,0.0,5165820.0,0.0,905153.0,0.0
13,37,g,0.02,0.0,5510000.0,0.0,5510000.0,0.0,0.0,0.0
13,38,g,0.04,0.0,6706670.0,0.0,6706670.0,0.0,0.0,0.0
13,39,g,0.01,0.0,6490000.0,0.0,6490000.0,0.0,0.0,0.0
13,40,g,0.01,0.0,7943330.0,0.0,7943330.0,0.0,0.0,0.0
13,41,g,0.002,0.0,7380000.0,0.0,7380000.0,0.0,0.0,0.0
13,42,g,0.001,0.0,8416670.0,0.0,8416670.0,0.0,0.0,0.0
14,22,g,0.029,0.002,4285600.0,0.0,4285600.0,0.0,1116800.0,0.0
14,23,g,4.23e-08,4e-10,4291550.0,0.0,4291550.0,0.0,3815550.0,0.0
14,24,g,0.14,0.008,3000650.0,0.0,3000650.0,0.0,840341.0,0.0
14,25,g,0.22,0.003,3646880.0,0.0,3646880.0,0.0,963370.0,0.0
14,26,g,2.234,0.013,1620010.0,10260.1,1254980.0,0.0,0.0,0.0
14,27,g,4.16,0.02,1604120.0,0.0,1604120.0,0.0,0.0,0.0
14,28,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,29,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,30,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,31,g,9432.0,36.0,593745.0,324.934,2172.43,0.0,0.0,0.0
14,32,g,10414000000.0,1262300000.0,64675.2,2221.7,0.0,0.0,0.0,0.0
14,33,g,6.18,0.18,1948170.0,0.0,1948170.0,0.0,0.0,0.0
14,34,g,2.77,0.2,1533670.0,0.0,1533670.0,0.0,0.0,0.0
14,35,g,0.78,0.12,2669780.0,114783.0,4471740.0,82.4366,1912.09,82.4366
14,36,g,0.45,0.06,2909060.0,370847.0,1671440.0,184.659,1458.06,184.659
14,37,g,0.09,0.06,3671420.0,0.0,3671420.0,0.0,237987.0,0.0
14,38,g,0.09,0.0,3563330.0,0.0,3563330.0,0.0,0.0,0.0
14,39,g,0.09,0.0,4933330.0,0.0,4933330.0,0.0,0.0,0.0
14,40,g,0.033,0.001,4526670.0,0.0,4526670.0,0.0,0.0,0.0
14,41,g,0.03,0.0,6280000.0,0.0,6280000.0,0.0,0.0,0.0
14,42,g,0.005,0.0,5830000.0,0.0,5830000.0,0.0,0.0,0.0
14,43,g,0.015,0.0,6976670.0,0.0,6976670.0,0.0,0.0,0.0
14,44,g,0.01,0.0,6913330.0,0.0,6913330.0,0.0,0.0,0.0
15,24,g,1e-09,1e-09,3540830.0,0.0,3540830.0,0.0,470500.0,0.0
15,25,g,3e-08,0.0,0.0,0.0,0.0,0.0,826001.0,0.0
15,26,g,0.03,0.025,5977760.0,0.0,5977760.0,0.0,54157.6,0.0
15,27,g,0.26,0.08,3887070.0,0.0,3887070.0,0.0,695.801,0.0
15,28,g,0.2703,0.0005,4593150.0,42811.1,4728540.0,49.2,5284.33,49.2
15,29,g,4.142,0.015,1647480.0,0.0,1647480.0,0.0,0.0,0.0
15,30,g,149.88,0.24,1438500.0,44.8906,1021930.0,0.0,0.0,0.0
15,31,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,32,g,1232930.0,3456.0,692917.0,6950.55,1710.4,0.0,0.0,0.0
15,33,g,2193090.0,3456.0,76380.0,380.0,0.0,0.0,0.0,0.0
15,34,g,12.4,0.1,2284550.0,8600.71,347480.0,0.0,0.0,0.0
15,35,g,47.3,0.7,1329550.0,0.0,1329550.0,0.0,0.0,0.0
15,36,g,5.6,0.3,3471020.0,0.0,3471020.0,0.0,0.0,0.0
15,37,g,2.31,0.13,2635450.0,0.0,2635450.0,0.0,0.0,0.0
15,38,g,0.64,0.14,4290000.0,488353.0,2777900.0,369.035,3221.39,369.035
15,39,g,0.19,0.05,2922980.0,0.0,2922980.0,0.0,384781.0,0.0
15,40,g,0.15,0.008,4418300.0,0.0,4418300.0,0.0,275659.0,0.0
15,41,g,0.15,0.015,3919900.0,0.0,3919900.0,0.0,713903.0,0.0
15,42,g,0.12,0.03,4589420.0,0.0,4589420.0,0.0,1486090.0,0.0
15,43,g,0.033,0.003,3844680.0,0.0,3844680.0,0.0,3844680.0,0.0
15,44,g,0.03,0.0,7073330.0,0.0,7073330.0,0.0,0.0,0.0
15,45,g,0.008,0.0,7050000.0,0.0,7050000.0,0.0,0.0,0.0
15,46,g,0.004,0.0,8266670.0,0.0,8266670.0,0.0,0.0,0.0
16,26,g,0.01,0.0,0.0,0.0,0.0,0.0,637001.0,0.0
16,27,g,0.021,0.004,6023340.0,0.0,6023340.0,0.0,59391.0,0.0
16,28,g,0.125,0.01,3442500.0,0.0,3442500.0,0.0,474304.0,0.0
16,29,g,0.187,0.004,3745360.0,0.0,3745360.0,0.0,1281080.0,0.0
16,30,g,1.178,0.005,2080630.0,14494.4,1607820.0,0.0,0.0,0.0
16,31,g,2.5534,0.0018,1996960.0,904.821,1036250.0,0.0,0.0,0.0
16,32,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,33,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,34,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,35,g,7538400.0,12960.0,48756.0,10.0,0.0,0.0,0.0,0.0
16,36,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,37,g,299.4,1.2,793238.0,16015.0,2936910.0,0.0,0.0,0.0
16,38,g,10218.0,42.0,489962.0,40405.8,1695510.0,0.0,0.0,0.0
16,39,g,11.5,0.5,2189720.0,220093.0,1783150.0,0.0,0.0,0.0
16,40,g,8.8,2.2,1435260.0,89033.6,1470860.0,0.0,0.0,0.0
16,41,g,1.99,0.05,2763330.0,0.0,2763330.0,0.0,0.0,0.0
16,42,g,0.001013,1.5e-05,2329190.0,0.0,2329190.0,0.0,15587.0,0.0
16,43,g,0.26,0.015,2926870.0,0.0,2926870.0,0.0,486870.0,0.0
16,44,g,0.123,0.01,3350770.0,0.0,3350770.0,0.0,314042.0,0.0
16,45,g,0.082,0.013,3519540.0,0.0,3519540.0,0.0,1202670.0,0.0
16,46,g,0.03,0.0,5136670.0,0.0,5136670.0,0.0,0.0,0.0
16,47,g,0.02,0.0,6173330.0,0.0,6173330.0,0.0,0.0,0.0
16,48,g,0.01,0.0,5966670.0,0.0,5966670.0,0.0,0.0,0.0
16,49,g,2e-07,0.0,0.0,0.0,0.0,0.0,728701.0,0.0
17,28,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1731000.0,0.0
17,29,g,2e-08,0.0,0.0,0.0,0.0,0.0,1781000.0,0.0
17,30,g,3e-08,0.0,0.0,0.0,0.0,0.0,311000.0,0.0
17,31,g,0.15,0.025,3973820.0,0.0,3973820.0,0.0,10222.8,0.0
17,32,g,0.298,0.001,4226210.0,0.0,4226210.0,0.0,1023.04,0.0
17,33,g,2.511,0.003,2082110.0,4196.15,1048140.0,0.0,0.0,0.0
17,34,g,1.526,0.003,2043760.0,218.357,1029200.0,0.0,0.0,0.0
17,34,m,1926.0,6.0,441396.0,6138.68,1979110.0,0.0,0.0,0.0
17,35,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,36,g,9530190000000.0,126228000000.0,308059.0,315.464,19.0575,0.0,0.0,0.0
17,37,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,38,g,2232.0,6.0,1522990.0,36488.6,1493730.0,0.0,0.0,0.0
17,38,m,0.715,0.003,429.491,42.7933,671300.0,0.0,0.0,0.0
17,39,g,3336.0,12.0,822647.0,28914.5,1454370.0,0.0,0.0,0.0
17,40,g,81.0,1.2,1519050.0,210082.0,4080580.0,0.0,0.0,0.0
17,41,g,38.4,0.8,1919170.0,0.0,1919170.0,0.0,0.0,0.0
17,42,g,6.8,0.3,3171000.0,0.0,3171000.0,0.0,0.0,0.0
17,43,g,3.07,0.07,2613330.0,0.0,2613330.0,0.0,0.0,0.0
17,44,g,0.56,0.11,3890060.0,0.0,3890060.0,0.0,74174.0,0.0
17,45,g,0.4,0.04,3265190.0,0.0,3265190.0,0.0,374508.0,0.0
17,46,g,0.22,0.04,3049730.0,0.0,3049730.0,0.0,1048400.0,0.0
17,47,g,0.2,0.0,5059570.0,0.0,5059570.0,0.0,83465.3,0.0
17,48,g,0.1,0.0,6340000.0,0.0,6340000.0,0.0,0.0,0.0
17,49,g,0.05,0.0,6150000.0,0.0,6150000.0,0.0,0.0,0.0
17,50,g,0.02,0.0,7266670.0,0.0,7266670.0,0.0,0.0,0.0
17,51,g,0.002,0.0,7100000.0,0.0,7100000.0,0.0,0.0,0.0
18,30,g,2e-08,0.0,0.0,0.0,0.0,0.0,1432000.0,0.0
18,31,g,0.0144,0.0006,4867330.0,0.0,4867330.0,0.0,3129250.0,0.0
18,32,g,0.098,0.002,3141870.0,0.0,3141870.0,0.0,1027210.0,0.0
18,33,g,0.173,0.002,3278110.0,0.0,3278110.0,0.0,903897.0,0.0
18,34,g,0.8438,0.0004,2289310.0,6626.01,1104700.0,0.0,0.0,0.0
18,35,g,1.7756,0.001,2269340.0,1316.54,1051180.0,0.0,0.0,0.0
18,36,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,37,g,3024860.0,1728.0,1945.37,11.9185,222.394,0.0,0.0,0.0
18,38,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,39,g,8488990000.0,284018000.0,218654.0,2919.78,0.0,0.0,0.0,0.0
18,40,g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,41,g,6576.48,2.16,461282.0,2054.36,1283600.0,0.0,0.0,0.0
18,42,g,1041400000.0,63115200.0,232817.0,15694.8,0.0,0.0,0.0,0.0
18,43,g,322.2,3.6,1378440.0,152879.0,1490150.0,0.0,0.0,0.0
18,44,g,712.2,3.0,1045630.0,0.0,1045630.0,0.0,0.0,0.0
18,45,g,21.48,0.15,2279130.0,0.0,2279130.0,0.0,0.0,0.0
18,46,g,8.4,0.6,1899330.0,0.0,1899330.0,0.0,0.0,0.0
18,47,g,0.58,0.12,3232970.0,0.0,3232970.0,0.0,3591.75,0.0
18,48,g,0.5,0.0,2801330.0,0.0,2801330.0,0.0,0.0,0.0
18,49,g,0.17,0.05,2379020.0,0.0,2379020.0,0.0,959189.0,0.0
18,50,g,0.085,0.03,3028840.0,0.0,3028840.0,0.0,678011.0,0.0
18,51,g,0.06,0.0,4733330.0,0.0,4733330.0,0.0,0.0,0.0
18,52,g,0.01,0.0,4400000.0,0.0,4400000.0,0.0,0.0,0.0
18,53,g,0.003,0.0,5533330.0,0.0,5533330.0,0.0,0.0,0.0
19,32,g,1e-09,1e-09,0.0,0.0,0.0,0.0,1841000.0,0.0
19,33,g,2.5e-08,0.0,0.0,0.0,0.0,0.0,1671200.0,0.0
19,34,g,4e-08,0.0,0.0,0.0,0.0,0.0,615100.0,0.0
19,35,g,0.178,0.008,3593820.0,253656.0,4214500.0,193.916,2769.41,193.916
19,36,g,0.342,0.002,3494130.0,213732.0,5460330.0,172.074,2826.38,172.074
